city,name,price,enterprise,alias,string_len
成都,中交锦观观宸,13500,中交,锦观观宸,4
成都,明信凤栖台,15000,其他,明信凤栖台,5
成都,康特融和天骄城,11000,其他,康特融和天骄城,7
成都,金隅上城郡,17500,其他,金隅上城郡,5
成都,成都国际医药港,6540,其他,国际医药港,5
成都,郡悦名城,11300,其他,郡悦名城,4
成都,金科博翠湾,18000,金科,博翠湾,3
成都,城投锦溪城,10000,城投,锦溪城,3
成都,天府公园未来城,价格待定,其他,天府公园未来城,7
成都,新力郦园,17500,新力,郦园,2
成都,御景华府,6400,其他,御景华府,4
成都,广汇都荟,52000,其他,广汇都荟,4
成都,龙腾东麓城,24000,其他,龙腾东麓城,5
成都,星宸麓誉,价格待定,其他,星宸麓誉,4
成都,红星美凯龙金堂商业中心,8500,红星,美凯龙金堂商业中心,9
成都,明信城,6500,其他,明信城,3
成都,正荣悦珑府,11000,正荣,悦珑府,3
成都,国投天樾雲宸,10900,其他,国投天樾雲宸,6
成都,龙湖西府琅悦,26500,龙湖,西府琅悦,4
成都,天府菁萃里,13282,其他,天府菁萃里,5
成都,城投锦澜悦山,14500,城投,锦澜悦山,4
成都,建泰御嘉花苑,10300,其他,建泰御嘉花苑,6
成都,龙湖天境,32000,龙湖,天境,2
成都,禹洲晏山河,33500,禹洲,晏山河,3
成都,西樾锦宸,24000,其他,西樾锦宸,4
成都,蜀潮红星里,24950,红星,蜀潮里,3
成都,新希望旭辉锦官天樾,12000,新希望,锦官天樾,4
成都,炎华置信上林景著,11000,其他,炎华置信上林景著,8
成都,天府领地城,价格待定,其他,天府领地城,5
成都,德商学府天骄城,17500,其他,德商学府天骄城,7
成都,天慧凯颂广场,8000,其他,天慧凯颂广场,6
成都,正坤悦澜庭,8000,其他,正坤悦澜庭,5
成都,保利锦外小户,12000,保利,锦外小户,4
成都,西双楠漫里,8000,其他,西双楠漫里,5
成都,环球融创青城溪村,16000,融创,环球青城溪村,6
成都,茶世界商业广场,8500,其他,茶世界商业广场,7
成都,华旅上院,8200,其他,华旅上院,4
成都,交投璟云府,9800,交投,璟云府,3
成都,蓝光未来,23500,蓝光,未来,2
成都,成都恒大云锦华庭,价格待定,恒大,云锦华庭,4
成都,中国铁建西派金沙,30000,中国铁建,西派金沙,4
成都,和成景筑,9500,其他,和成景筑,4
成都,三里花城,8500,其他,三里花城,4
成都,深业四季华庭,22000,其他,深业四季华庭,6
成都,麓鸣九天,26245,其他,麓鸣九天,4
成都,首钢璟辰里,27000,其他,首钢璟辰里,5
成都,荣融雍泽公馆,12000,其他,荣融雍泽公馆,6
成都,山那边,13400,其他,山那边,3
成都,金地融信御琴峯,26000,金地,御琴峯,3
成都,朗基城少公馆,11500,其他,朗基城少公馆,6
成都,领地天府兰台,13000,其他,领地天府兰台,6
成都,瀚城绿洲,8500,其他,瀚城绿洲,4
成都,金泉怡景,18500,其他,金泉怡景,4
成都,新悦荟广场,8000,其他,新悦荟广场,5
成都,香山长岛,30000,其他,香山长岛,4
成都,人居大同峰荟,9500,其他,人居大同峰荟,6
成都,北京建工花汀集,7100,建工,花汀集,3
成都,正源荟艺境,24000,其他,正源荟艺境,5
成都,领地合兴丽府蘭台,8400,其他,领地合兴丽府蘭台,8
成都,雪松雅居乐IN天府,23000,雅居乐,雪松IN天府,6
成都,金科集美星宸,12000,金科,集美星宸,4
成都,龙腾御锦城,10500,其他,龙腾御锦城,5
成都,人居亿澜峰荟,8400,其他,人居亿澜峰荟,6
成都,凤求凰国际文化旅游度假区,15000,其他,凤求凰国际文化旅游度假区,12
成都,希望星悦城,7200,其他,希望星悦城,5
成都,人居翠怡峰荟,9600,其他,人居翠怡峰荟,6
成都,麓山上院,24000,其他,麓山上院,4
成都,大发璞悦珑山,20000,其他,大发璞悦珑山,6
成都,中南华宇君启,25500,其他,中南华宇君启,6
成都,人居樾江峰荟,8500,其他,人居樾江峰荟,6
成都,尚锦园,16000,其他,尚锦园,3
成都,招商时代公园,338-470,招商,时代公园,4
成都,锦绣园,7000,其他,锦绣园,3
成都,三利麓山城,30000,其他,三利麓山城,5
成都,德商翰林天骄城,17000,其他,德商翰林天骄城,7
成都,仁恒溪云居,50000,其他,仁恒溪云居,5
成都,领地观江府,10300,其他,领地观江府,5
成都,锦悦尚玺,11500,其他,锦悦尚玺,4
成都,首创禧瑞光华,26000,首创,禧瑞光华,4
成都,万朵城,8500,其他,万朵城,3
成都,蓝光观岭雍锦半岛,7000,蓝光,观岭雍锦半岛,6
成都,新合作邻里之家,10000,其他,新合作邻里之家,7
成都,蓉海悦府,14000,其他,蓉海悦府,4
成都,华侨城粼港樾府,9200,其他,华侨城粼港樾府,7
成都,同森翠叠森林,25000,其他,同森翠叠森林,6
成都,交投绿城明月青城,9500,交投,明月青城,4
成都,中环TOD十里风和,21000,其他,中环TOD十里风和,9
成都,合力达通锦府,8500,其他,合力达通锦府,6
成都,中铁悦鹿府,价格待定,中铁,悦鹿府,3
成都,禹洲嘉誉山河,10000,禹洲,嘉誉山河,4
成都,兴城人居瑞云府,11000,其他,兴城人居瑞云府,7
成都,保利时代,13000,保利,时代,2
成都,隆基泰和紫樾锦西府,17500,其他,隆基泰和紫樾锦西府,9
成都,东原湖光樾墅,12600,其他,东原湖光樾墅,6
成都,铁投牧山溪岸,11500,其他,铁投牧山溪岸,6
成都,城投绿城凤起蘭庭,32000,城投,凤起蘭庭,4
成都,万科锦瑭花园,110,万科,锦瑭花园,4
成都,西郡府邸,11000,其他,西郡府邸,4
成都,双凤桥TOD凤舞七里,20647,其他,双凤桥TOD凤舞七里,10
成都,熙悦中心,9500,其他,熙悦中心,4
成都,绿洲金座,7200,其他,绿洲金座,4
成都,奥园锦官芳华,22000,奥园,锦官芳华,4
成都,中建锦绣天地,14000,中建,锦绣天地,4
成都,菁蓉滨湖湾,11000,其他,菁蓉滨湖湾,5
成都,旭辉恒基江与山,16000,旭辉,恒基江与山,5
成都,龙光天瀛,37000,龙光,天瀛,2
成都,人居长岛荟城,11000,其他,人居长岛荟城,6
成都,国贸环球融创青雲臺,23500,融创,国贸环球青雲臺,7
成都,保利和光逸境,29000,保利,和光逸境,4
成都,奥园麓语ONE,28000,奥园,麓语ONE,5
成都,梓潼宫TOD梓潼四季,18000,其他,梓潼宫TOD梓潼四季,10
成都,兆信北悦府,11800,其他,兆信北悦府,5
成都,香城云庭,8400,其他,香城云庭,4
成都,卢浮宫馆,14000,其他,卢浮宫馆,4
成都,成都鑫苑城,8200,其他,鑫苑城,3
成都,源上湾映江南,8000,其他,源上湾映江南,6
成都,南湖名邸,7500,其他,南湖名邸,4
成都,广汇雪莲天府,15000,其他,广汇雪莲天府,6
成都,帝王国际花园,19000,其他,帝王国际花园,6
成都,西溪里别院,7900,其他,西溪里别院,5
成都,保利西汇智慧云城,15700,保利,西汇智慧云城,6
成都,源滩国际社区,30000,其他,源滩国际社区,6
成都,玉润金沙,30000,其他,玉润金沙,4
成都,佳欣时代天汇,28000,其他,佳欣时代天汇,6
成都,人居柏荟城荟瑞阁,23000,其他,人居柏荟城荟瑞阁,8
成都,城投置地锦绣江城,9100,城投,锦绣江城,4
成都,恒大玖珑湾,7800,恒大,玖珑湾,3
成都,德信麓湖云庄,33000,德信,麓湖云庄,4
成都,旭辉恒基都会森林,9000,旭辉,恒基都会森林,6
成都,上品学府,8200,其他,上品学府,4
成都,邦泰宽语,22000,其他,邦泰宽语,4
成都,龙记铂樾,7800,其他,龙记铂樾,4
成都,鹿溪樾府,23000,其他,鹿溪樾府,4
成都,溪府鸿雲,6300,其他,溪府鸿雲,4
成都,棠湖华府公园,37000,其他,棠湖华府公园,6
成都,林海园,8700,其他,林海园,3
成都,ACG时空动漫城,7200,其他,ACG时空动漫城,8
成都,入帘青,价格待定,其他,入帘青,3
成都,花样年大溪谷,10000,其他,花样年大溪谷,6
成都,中粮原山,16000,中粮,原山,2
成都,北城映像贸易中心,6200,其他,北城映像贸易中心,8
成都,时代金府,价格待定,其他,时代金府,4
成都,锦德天府,6700,其他,锦德天府,4
成都,银河谷,11000,其他,银河谷,3
成都,万科君悦云台,14000,万科,君悦云台,4
成都,港中旅海泉湾,12800,其他,港中旅海泉湾,6
成都,中国节能琅园,7700,其他,中国节能琅园,6
成都,保利青江花园,8500,保利,青江花园,4
成都,贵通御苑心悦城,9500,其他,贵通御苑心悦城,7
成都,新希望东原锦官印悦,18000,新希望,东原锦官印悦,6
成都,金悦汇,7600,其他,金悦汇,3
成都,hyperlane超线公园,27000,其他,hyperlane超线公园,13
成都,南山凌峯,30300,其他,南山凌峯,4
成都,蓉南现代农产品流通中心,14500,其他,蓉南现代农产品流通中心,11
成都,精华悦荣府,10780,其他,精华悦荣府,5
成都,景茂誉景国际,11500,其他,景茂誉景国际,6
成都,雍锦堰府,9000,其他,雍锦堰府,4
成都,香木林宽景,17500,其他,香木林宽景,5
成都,和泓紫山云庭,16000,其他,和泓紫山云庭,6
成都,金绣铭座,31877,其他,金绣铭座,4
成都,盛鼎阳光,7800,其他,盛鼎阳光,4
成都,海伦堡大唐玖悦澜湾,10000,其他,海伦堡大唐玖悦澜湾,9
成都,朗诗曜龙湾,7800,其他,朗诗曜龙湾,5
成都,环球融创十方堂,12000,融创,环球十方堂,5
成都,交投星月湖畔,22600,交投,星月湖畔,4
成都,凤凰台,价格待定,其他,凤凰台,3
成都,时代天境,15000,其他,时代天境,4
成都,福星惠誉青城府,9500,福星惠誉,青城府,3
成都,德商花样年碧云天玺,24500,其他,德商花样年碧云天玺,9
成都,城投置地梧桐玖宸,22000,城投,梧桐玖宸,4
成都,优山澜园,10000,其他,优山澜园,4
成都,星辰桦庭,11500,其他,星辰桦庭,4
成都,湖光里院,20000,其他,湖光里院,4
成都,国宾上林栖,22000,其他,国宾上林栖,5
成都,大都观香岸,13980,其他,大都观香岸,5
成都,科华388,27000,其他,科华388,5
成都,国信璟院,14000,国信,璟院,2
成都,锦江绿道锦庐,9200,其他,锦江绿道锦庐,6
成都,云锦安缦,9000,其他,云锦安缦,4
成都,龙湖江天阙,11000,龙湖,江天阙,3
成都,锦绣东宸,13500,其他,锦绣东宸,4
成都,鹭岛金沙壹品,价格待定,其他,鹭岛金沙壹品,6
成都,蔚蓝卡地亚黑钻,9500,其他,蔚蓝卡地亚黑钻,7
成都,诚卓和悦府,11200,其他,诚卓和悦府,5
成都,优佳国际,8800,其他,优佳国际,4
成都,城投艺墅语湖,20000,城投,艺墅语湖,4
成都,双发天禧中心,价格待定,其他,双发天禧中心,6
成都,当代璞世,价格待定,其他,当代璞世,4
成都,朗诗峰境,价格待定,其他,朗诗峰境,4
成都,中梁御璟台,15000,中梁,御璟台,3
成都,隆腾公园城,11300,其他,隆腾公园城,5
成都,天慧美域天城,10800,其他,天慧美域天城,6
成都,天慧盛悦同城,11000,其他,天慧盛悦同城,6
成都,明信云珑府,18500,其他,明信云珑府,5
成都,港龙美的未来映,19800,其他,港龙美的未来映,7
成都,荣景壹号,8500,其他,荣景壹号,4
成都,棠湖泊悦西江,9000,其他,棠湖泊悦西江,6
成都,龙潭寺TOD龙潭九章,17129,其他,龙潭寺TOD龙潭九章,10
成都,万科高线公园,27500,万科,高线公园,4
成都,中交凤凰华府,11000,中交,凤凰华府,4
成都,阳晨丽都,8500,其他,阳晨丽都,4
成都,高投新悦府,23000,其他,高投新悦府,5
成都,彭州万达广场,9200,其他,彭州万达广场,6
成都,大都观云境,11600,其他,大都观云境,5
成都,融侨望云,29999,融侨,望云,2
成都,天悦世家,8800,其他,天悦世家,4
成都,保利青江和府,9500,保利,青江和府,4
成都,CIC创想中心,13000,其他,CIC创想中心,7
成都,幸福桥TOD幸福拾光,17000,其他,幸福桥TOD幸福拾光,10
成都,御园丰锦,21000,其他,御园丰锦,4
成都,滨江壹号院,9200,其他,滨江壹号院,5
成都,人居玺云府,9000,其他,人居玺云府,5
成都,渝太润达丰悦蓉東方,33778,其他,渝太润达丰悦蓉東方,9
成都,沙河斓庭,18500,其他,沙河斓庭,4
成都,人居智荟城,12453,其他,人居智荟城,5
成都,荣盛时代天府,24000,荣盛,时代天府,4
成都,天府中心城嘉寓,8500,其他,天府中心城嘉寓,7
成都,春屿时光,9500,其他,春屿时光,4
成都,龙湖花样年春屿溪岸,30000,龙湖,花样年春屿溪岸,7
成都,澜岸听溪,9400,其他,澜岸听溪,4
成都,锦绣和鸣,价格待定,其他,锦绣和鸣,4
成都,上海阳台怀安,价格待定,其他,阳台怀安,4
成都,铂悦世家,8600,其他,铂悦世家,4
成都,爱情东麓玖里,14000,其他,爱情东麓玖里,6
成都,山漫缔景,9100,其他,山漫缔景,4
成都,天府国际花园,9500,其他,天府国际花园,6
成都,阳光城翡丽湾,9400,阳光城,翡丽湾,3
成都,粼云上府,6800,其他,粼云上府,4
成都,电建洺悦珑庭,22000,其他,电建洺悦珑庭,6
成都,阳光紫宸府,13500,其他,阳光紫宸府,5
成都,德信中鑫海邑城大院,10000,德信,中鑫海邑城大院,7
成都,德商石榴春和天骄,23300,其他,德商石榴春和天骄,8
成都,金辉凤栖云璟,15800,金辉,凤栖云璟,4
成都,海航中国集锦润青城,7500,其他,海航中国集锦润青城,9
成都,蜀绣康城,20000,其他,蜀绣康城,4
成都,景瑞誉璟风华,16500,其他,景瑞誉璟风华,6
成都,仁美江誉,12500,其他,仁美江誉,4
成都,合能珍宝锦城,4900,其他,合能珍宝锦城,6
成都,合能枫丹新悦,13500,其他,合能枫丹新悦,6
成都,春风桃源,22000,其他,春风桃源,4
成都,西宸铂悦,6400,其他,西宸铂悦,4
成都,花样年好未来,10500,其他,花样年好未来,6
成都,领地合兴湖光合悦,8900,其他,领地合兴湖光合悦,8
成都,中铁城温江阅湖和庭,5000,中铁,城温江阅湖和庭,7
成都,嘉峰七彩生活坊,18000,其他,嘉峰七彩生活坊,7
成都,西派浣花,35000,其他,西派浣花,4
成都,华宇大发御璟云玺,31500,其他,华宇大发御璟云玺,8
成都,紫郡府,6000,其他,紫郡府,3
成都,精华南台府,8800,其他,精华南台府,5
成都,香悦庭,13000,其他,香悦庭,3
成都,幸福世家,16000,其他,幸福世家,4
成都,中房西江悦,9000,其他,中房西江悦,5
成都,清凤鹿溪源,23886,其他,清凤鹿溪源,5
成都,盛瑞沁源府,14248,其他,盛瑞沁源府,5
成都,嘉祥瑞庭熙岸,11500,其他,嘉祥瑞庭熙岸,6
成都,新希望天府锦麟壹品,29999,新希望,天府锦麟壹品,6
成都,翡翠湾书苑,13500,其他,翡翠湾书苑,5
成都,万科星耀天府,28000,万科,星耀天府,4
成都,江村里,26000,其他,江村里,3
成都,人居蜀津峰荟蜀澜阁,11000,其他,人居蜀津峰荟蜀澜阁,9
成都,新城德商蓉御天骄,22579,新城,德商蓉御天骄,6
成都,弘阳玖峯,9500,其他,弘阳玖峯,4
成都,新城林屿溪,16500,新城,林屿溪,3
成都,星河WORLD科创城,16500,其他,星河WORLD科创城,10
成都,智业阳曦,13000,其他,智业阳曦,4
成都,朗诗未来著,5200,其他,朗诗未来著,5
成都,瑞居绿岛,10032,其他,瑞居绿岛,4
成都,青城365南院,11000,其他,青城365南院,7
成都,兴城人居云山府,9000,其他,兴城人居云山府,7
成都,公交大厦,6300,其他,公交大厦,4
成都,经典唐安府,12000,其他,经典唐安府,5
成都,望青来,11000,其他,望青来,3
成都,中建望津城,11000,中建,望津城,3
成都,青城未来院子,25000,其他,青城未来院子,6
成都,新希望万科知园,21087,新希望,知园,2
成都,优山樾园,8500,其他,优山樾园,4
成都,人居滨江城,9000,其他,人居滨江城,5
成都,城南美地中心,8600,其他,城南美地中心,6
成都,锦利锦悦府,14500,其他,锦利锦悦府,5
成都,世邦昆仑城,7000,其他,世邦昆仑城,5
成都,融创至和雅颂,30000,融创,至和雅颂,4
成都,鹭湖宫,9814,其他,鹭湖宫,3
成都,金成光华壹品,16500,其他,金成光华壹品,6
成都,华发统建锦江大院,30000,其他,华发统建锦江大院,8
成都,中旅千川阅,30000,其他,中旅千川阅,5
成都,花样年望花溪,19000,其他,花样年望花溪,6
成都,天府麓城,24000,其他,天府麓城,4
成都,金色年华里,7800,其他,金色年华里,5
成都,精华荣庭,10800,其他,精华荣庭,4
成都,天阔心筑,8300,其他,天阔心筑,4
成都,欧郡源里,27000,其他,欧郡源里,4
成都,龙湖颐和上院,18000,龙湖,颐和上院,4
成都,樾玺,10500,其他,樾玺,2
成都,德信德商天骄之宸,20000,德信,德商天骄之宸,6
成都,中港东湖壹号,29999,其他,中港东湖壹号,6
成都,锦江阁,22000,其他,锦江阁,3
成都,天府匠芯,9600,其他,天府匠芯,4
成都,人居蜀澜峰荟,9264,其他,人居蜀澜峰荟,6
成都,锦澜悦山臻园,15500,其他,锦澜悦山臻园,6
成都,和悦都汇,6800,其他,和悦都汇,4
成都,龙湖芳树晴川,13000,龙湖,芳树晴川,4
成都,三盛翡俪山,9300,三盛,翡俪山,3
成都,龙湖龙悦台,27888,龙湖,龙悦台,3
成都,德商朗诗熙华天玺名邸,30000,其他,德商朗诗熙华天玺名邸,10
成都,人居金云府,8800,其他,人居金云府,5
成都,旭辉天府未来城,15500,旭辉,天府未来城,5
成都,云上旅游度假区,7800,其他,云上旅游度假区,7
成都,人居蜀津峰荟蜀璟阁,11500,其他,人居蜀津峰荟蜀璟阁,9
成都,五矿西湖未来城,8500,其他,五矿西湖未来城,7
成都,首开天府琅樾,25000,首开,天府琅樾,4
成都,东叁金茂逸墅,25000,金茂,东叁逸墅,4
成都,德商崇江天悦,9000,其他,德商崇江天悦,6
成都,绿城桂语朝阳,24000,绿城,桂语朝阳,4
成都,宸德公馆,14217,其他,宸德公馆,4
成都,新川8号,33000,其他,新川8号,4
成都,万科天府梦想城,12000,万科,天府梦想城,5
成都,人居越秀和樾林语,28000,其他,人居越秀和樾林语,8
成都,樾江来,10100,其他,樾江来,3
成都,珠江新城,14000,其他,珠江新城,4
成都,湖山春晓,5600,其他,湖山春晓,4
成都,锦城华创万科和园,22500,万科,锦城华创和园,6
成都,中诚铂悦府,25500,其他,中诚铂悦府,5
成都,云上花居,8500,其他,云上花居,4
成都,明信云玺府,14900,其他,明信云玺府,5
成都,华润置地江城九里,9300,华润,江城九里,4
成都,凯丽新城,7000,其他,凯丽新城,4
成都,熙畔别院,12243,其他,熙畔别院,4
成都,俊屹中心,14000,其他,俊屹中心,4
成都,精华香悦府,8922,其他,精华香悦府,5
成都,中国会馆,10000,其他,中国会馆,4
成都,中铁逸都,11000,中铁,逸都,2
成都,鼎仁天越,23600,其他,鼎仁天越,4
成都,花香郡樾府,7200,其他,花香郡樾府,5
成都,正荣润锦府,23000,正荣,润锦府,3
成都,云门天玺,24112,其他,云门天玺,4
成都,保利逸都和府,18000,保利,逸都和府,4
成都,中瑞天悦天玺,18000,其他,中瑞天悦天玺,6
成都,城投置地万科国宾蜀园,26000,城投,国宾蜀园,4
成都,德商花都天骄城,17300,其他,德商花都天骄城,7
成都,茂业时代广场,11700,其他,茂业时代广场,6
成都,绿城凤栖鹭鸣,30082,绿城,凤栖鹭鸣,4
成都,绿地GIC,11000,绿地,GIC,3
成都,观颂府,18000,其他,观颂府,3
成都,拾峯璟花园,12000,其他,拾峯璟花园,5
成都,胜和世家,9500,其他,胜和世家,4
成都,锦添公馆,13700,其他,锦添公馆,4
成都,保利时区北新,15000,保利,时区北新,4
成都,天府西苑,11385,其他,天府西苑,4
成都,聚亿玺悦府,23300,其他,聚亿玺悦府,5
成都,高庐紫云台,20000,其他,高庐紫云台,5
成都,观澜云邸,12000,其他,观澜云邸,4
成都,锦悦城,20000,其他,锦悦城,3
成都,粼江樾,12500,其他,粼江樾,3
成都,华邑南宸府,13200,其他,华邑南宸府,5
成都,四海云锦苑,14955,其他,四海云锦苑,5
成都,炎华置信花间君邸,16000,其他,炎华置信花间君邸,8
成都,蜀津峰荟蜀望阁,11500,其他,蜀津峰荟蜀望阁,7
成都,华润置地昆仑御,20400,华润,昆仑御,3
成都,轨道交通三岔TOD蔚澜之城,15137,其他,轨道交通三岔TOD蔚澜之城,13
成都,隆溪湖铂翠轩,30000,其他,隆溪湖铂翠轩,6
成都,兴唐悦府,13088,其他,兴唐悦府,4
成都,瑧林小区,60000,其他,瑧林小区,4
成都,蔚蓝湖滨中心,23000,其他,蔚蓝湖滨中心,6
成都,中绿康桥,15000,其他,中绿康桥,4
成都,青城鉴山,16000,其他,青城鉴山,4
成都,华润置地中环静安府,25500,华润,中环静安府,5
成都,东湖优品,7600,其他,东湖优品,4
成都,招商天府玺,25000,招商,天府玺,3
成都,成都轮滑运动中心,13000,其他,轮滑运动中心,6
成都,人居柏荟城荟澜阁,23000,其他,人居柏荟城荟澜阁,8
成都,保利中粮湖光锦云,14500,保利,湖光锦云,4
成都,隆鑫公园首府,12500,其他,隆鑫公园首府,6
成都,蜀道蓝城桃李春风,19000,其他,蜀道蓝城桃李春风,8
成都,中南春溪集,价格待定,其他,中南春溪集,5
成都,云上5号,价格待定,其他,云上5号,4
成都,远洋森海境,价格待定,远洋,森海境,3
成都,华景川丽晶悦府,11000,其他,华景川丽晶悦府,7
成都,华熙艺术之家,11500,其他,华熙艺术之家,6
成都,君悦时代,价格待定,其他,君悦时代,4
成都,芯城明珠,价格待定,其他,芯城明珠,4
成都,北星城,价格待定,其他,北星城,3
成都,人居麓湖林语,22953,其他,人居麓湖林语,6
成都,思学园智能村,10000,其他,思学园智能村,6
成都,汇景新城,11000,其他,汇景新城,4
成都,西蜀祥瑞府,7386,其他,西蜀祥瑞府,5
成都,中国铁建西派澜岸,价格待定,中国铁建,西派澜岸,4
成都,蓝光锦云天府,15000,蓝光,锦云天府,4
成都,格林城市花园,价格待定,其他,格林城市花园,6
成都,城市绿洲,7000,其他,城市绿洲,4
成都,乐佳广场,6200,其他,乐佳广场,4
成都,和泓麓江府,34000,其他,和泓麓江府,5
成都,北湖春天,7800,其他,北湖春天,4
成都,鸿通翡翠城檀悦,9300,其他,鸿通翡翠城檀悦,7
成都,华景川万悦城,6500,其他,华景川万悦城,6
成都,天誉誉府,8300,其他,天誉誉府,4
成都,首开仙海龙湾,16000,首开,仙海龙湾,4
成都,复地天府湾,8500,其他,复地天府湾,5
成都,琪达花园里,6300,其他,琪达花园里,5
成都,蓝润千里江城江湾,5099,其他,蓝润千里江城江湾,8
成都,美的珺御府,6700,其他,美的珺御府,5
成都,四季花城睿城,8800,其他,四季花城睿城,6
成都,观池观天府,7000,其他,观池观天府,5
成都,蔚蓝丽景,5500,其他,蔚蓝丽景,4
成都,置信丽都花园,7000,其他,置信丽都花园,6
成都,同森锦樾壹号,11500,其他,同森锦樾壹号,6
成都,鸿通翡翠城檀府,7000,其他,鸿通翡翠城檀府,7
成都,半山府邸,7000,其他,半山府邸,4
成都,阳光西山秘境,9000,其他,阳光西山秘境,6
成都,强生医药贸易市场,4800,其他,强生医药贸易市场,8
成都,海伦堡半山樾,6400,其他,海伦堡半山樾,6
成都,万卷山河,9200,其他,万卷山河,4
成都,华宇锦绣府,7300,其他,华宇锦绣府,5
成都,阳光望江榭,9100,其他,阳光望江榭,5
成都,金科集美水岸,5800,金科,集美水岸,4
成都,鸿通伴山半岛,7000,其他,鸿通伴山半岛,6
成都,峨眉爱这山,7000,其他,峨眉爱这山,5
成都,新亚鑫华府,4500,其他,新亚鑫华府,5
成都,阳光西山翰林,7000,其他,阳光西山翰林,6
成都,阳光君悦府,6500,其他,阳光君悦府,5
成都,兴诚锦云府,7300,其他,兴诚锦云府,5
成都,丹枫楼,4800,其他,丹枫楼,3
成都,蓝润千里江城江院,4999,其他,蓝润千里江城江院,8
成都,鸿通公园1988天著,6500,其他,鸿通公园1988天著,10
成都,万科眉州文化村,7500,万科,眉州文化村,5
成都,阳光中心城,17000,其他,阳光中心城,5
成都,白马星城,6200,其他,白马星城,4
成都,阳光江山公园城,5280,其他,阳光江山公园城,7
成都,鸿通翡翠城紫金府,7200,其他,鸿通翡翠城紫金府,8
成都,天府万科城,11000,万科,天府城,3
成都,蓝润千里江城江畔,5500,其他,蓝润千里江城江畔,8
成都,银丰玖熙堂,4700,其他,银丰玖熙堂,5
成都,鸿通雍河湾,6500,其他,鸿通雍河湾,5
成都,盛煌南城国际,6800,其他,盛煌南城国际,6
成都,滨江睿城,13500,其他,滨江睿城,4
成都,领地蘭台府,7500,其他,领地蘭台府,5
成都,信智城,6400,其他,信智城,3
成都,江天樾,5700,其他,江天樾,3
成都,邦泰天著,8000,其他,邦泰天著,4
成都,鼎能天玺莲湖,7800,其他,鼎能天玺莲湖,6
成都,旭辉云樾天境,7100,旭辉,云樾天境,4
成都,禾瑞源,7300,其他,禾瑞源,3
成都,环球融创江口水镇,6800,融创,环球江口水镇,6
成都,阳光白鹭洲,5400,其他,阳光白鹭洲,5
成都,凯旋会展新城,6800,其他,凯旋会展新城,6
成都,楠桂坊,12000,其他,楠桂坊,3
成都,中铁城临江府,6800,中铁,城临江府,4
成都,颜龙嘉都星成,6000,其他,颜龙嘉都星成,6
成都,澳莱莲湖印象,7700,其他,澳莱莲湖印象,6
成都,滟澜洲繁花里,6800,其他,滟澜洲繁花里,6
成都,天府中心城C时代,11500,其他,天府中心城C时代,8
成都,万景峰汇,9000,其他,万景峰汇,4
成都,雍锦坊,6280,其他,雍锦坊,3
成都,复兴批发市场,11000,其他,复兴批发市场,6
成都,阳光中央公园,6500,其他,阳光中央公园,6
成都,万景长平院子,9000,其他,万景长平院子,6
成都,铁投莲花府邸,8000,其他,铁投莲花府邸,6
成都,龙湾新城,4380,其他,龙湾新城,4
成都,天府理想城,12000,其他,天府理想城,5
成都,明信水印长滩,9000,其他,明信水印长滩,6
成都,领地天御,7800,其他,领地天御,4
成都,希望未来城,6700,其他,希望未来城,5
成都,好一新五金科技城,4900,金科,好一新五技城,6
成都,蓝润春风屿湖,6000,其他,蓝润春风屿湖,6
成都,邦泰天著商业,17000,其他,邦泰天著商业,6
成都,融锦新时代广场,5700,其他,融锦新时代广场,7
成都,峨眉云顶,5000,其他,峨眉云顶,4
成都,金沙首座,5500,其他,金沙首座,4
成都,中粮天府智慧城,13500,中粮,天府智慧城,5
成都,学府壹号,8500,其他,学府壹号,4
成都,碧桂园旌湖上境,8500,碧桂园,旌湖上境,4
成都,金科集美公馆,7500,金科,集美公馆,4
成都,中融大名城,7300,其他,中融大名城,5
成都,锦利锦城壹號,6000,其他,锦利锦城壹號,6
成都,峨眉华府,4700,其他,峨眉华府,4
成都,龙光天府玖誉府,10500,龙光,天府玖誉府,5
成都,聚亿天府锦城,16000,其他,聚亿天府锦城,6
成都,碧桂园青江府,7000,碧桂园,青江府,3
成都,麓城,5500,其他,麓城,2
成都,滟澜洲春森里,6800,其他,滟澜洲春森里,6
成都,雍景蓝庭御檀府,4150,其他,雍景蓝庭御檀府,7
成都,佳乐江屿城,4800,其他,佳乐江屿城,5
成都,绿地智慧公园城,6200,绿地,智慧公园城,5
成都,九龙城,4380,其他,九龙城,3
成都,鸿通文德中央大境,7250,其他,鸿通文德中央大境,8
成都,百悦尊邸,6000,其他,百悦尊邸,4
成都,鸿通公园1988九熙府,5500,其他,鸿通公园1988九熙府,11
成都,领地天府国际康城,12000,其他,领地天府国际康城,8
成都,鸿升凯旋天地,5400,其他,鸿升凯旋天地,6
成都,铁投锦绣澜庭,7000,其他,铁投锦绣澜庭,6
成都,金为领地悦城,5700,其他,金为领地悦城,6
成都,阳光熙雲湖,6400,其他,阳光熙雲湖,5
成都,美信国际花园城,9000,其他,美信国际花园城,7
成都,水天花月兰亭墅,7800,其他,水天花月兰亭墅,7
成都,万景进园汇,8000,其他,万景进园汇,5
成都,宝德未来绿洲,5800,其他,宝德未来绿洲,6
成都,明都书语台,8000,其他,明都书语台,5
成都,誉怀府,5800,其他,誉怀府,3
